course_id,course_name,category_id,content_type,difficulty,rating,average_time,features
1001,MySQL Database Design,4,Text,Beginner,4.6,86,"MySQL course covering: Backup and recovery, Data modeling, Security implementation, Query optimization. Perfect for Beginner learners. Includes Interactive content."
1002,Native React Native Development,2,Mixed,Advanced,4.6,86,"React Native course covering: Push notifications, Native features access, App store deployment. Perfect for Advanced learners. Includes Project-based content."
1003,MySQL Performance Tuning,4,Text,Intermediate,3.6,28,"MySQL course covering: Schema design, Query optimization. Perfect for Beginner learners. Includes Mixed content."
1004,JavaFX GUI Development,5,Text,Advanced,4.4,40,"JavaFX course covering: Cross-platform compatibility, System integration, Performance optimization. Perfect for Beginner learners. Includes Mixed content."
1005,Backend Development with Angular,1,Mixed,Intermediate,3.7,37,"Angular course covering: Build responsive websites, Create modern UIs, Implement authentication. Perfect for Advanced learners. Includes Project-based content."
1006,MongoDB Performance Tuning,4,Video,Advanced,4.7,54,"MongoDB course covering: Backup and recovery, Security implementation. Perfect for Intermediate learners. Includes Interactive content."
1007,PyQt GUI Development,5,Interactive,Intermediate,4.8,21,"PyQt course covering: UI component design, Event handling, System integration. Perfect for Intermediate learners. Includes Text content."
1008,Deep Learning Fundamentals,3,Interactive,Advanced,4.0,44,"Deep Learning course covering: Model deployment, Neural network architecture. Perfect for Beginner learners. Includes Text content."
1009,Modern Angular Development,1,Project-based,Intermediate,3.5,66,"Angular course covering: Database integration, Build responsive websites. Perfect for Advanced learners. Includes Text content."
1010,Native React Native Development,2,Text,Intermediate,4.5,21,"React Native course covering: Native features access, Mobile UI/UX. Perfect for Intermediate learners. Includes Project-based content."
1011,PostgreSQL Administration,4,Interactive,Advanced,4.8,98,"PostgreSQL course covering: Security implementation, Schema design, Query optimization, Backup and recovery. Perfect for Intermediate learners. Includes Interactive content."
1012,Building JavaFX Apps,5,Video,Advanced,3.8,38,"JavaFX course covering: Event handling, UI component design. Perfect for Advanced learners. Includes Mixed content."
1013,Computer Vision Fundamentals,3,Video,Beginner,4.7,83,"Computer Vision course covering: Model training, Data preprocessing, Model deployment, Neural network architecture. Perfect for Beginner learners. Includes Video content."
1014,Backend Development with Angular,1,Project-based,Intermediate,3.8,72,"Angular course covering: Implement authentication, Build responsive websites, Create modern UIs, Database integration. Perfect for Beginner learners. Includes Project-based content."
1015,Cross-platform Android Development,2,Project-based,Advanced,3.9,67,"Android course covering: App store deployment, Native features access. Perfect for Beginner learners. Includes Text content."
1016,NLP in Practice,3,Text,Beginner,3.6,69,"NLP course covering: Data preprocessing, Hyperparameter tuning, Neural network architecture, Model training. Perfect for Beginner learners. Includes Text content."
1017,Modern Vue.js Development,1,Mixed,Intermediate,4.9,26,"Vue.js course covering: Database integration, Create modern UIs, Implement authentication, Handle API integration. Perfect for Intermediate learners. Includes Interactive content."
1018,Full Stack Flask,1,Project-based,Advanced,4.1,44,"Flask course covering: Build responsive websites, Handle API integration, Database integration. Perfect for Advanced learners. Includes Interactive content."
1019,MongoDB Security,4,Project-based,Beginner,4.9,33,"MongoDB course covering: Query optimization, Schema design, Backup and recovery. Perfect for Advanced learners. Includes Interactive content."
1020,Redis Security,4,Video,Beginner,3.9,77,"Redis course covering: Schema design, Data modeling, Backup and recovery, Query optimization. Perfect for Intermediate learners. Includes Interactive content."
1021,Oracle Database Design,4,Interactive,Intermediate,4.8,55,"Oracle course covering: Schema design, Security implementation, Query optimization. Perfect for Beginner learners. Includes Project-based content."
1022,Electron GUI Development,5,Text,Advanced,4.1,33,"Electron course covering: UI component design, System integration, Cross-platform compatibility, Event handling. Perfect for Beginner learners. Includes Video content."
1023,iOS App Development,2,Interactive,Intermediate,4.3,84,"iOS course covering: Mobile UI/UX, Native features access, App store deployment, Push notifications. Perfect for Intermediate learners. Includes Mixed content."
1024,Advanced Rust,6,Text,Advanced,4.2,38,"Rust course covering: Best practices, Memory management, Object-oriented programming, Concurrent programming. Perfect for Intermediate learners. Includes Mixed content."
1025,Backend Development with Django,1,Project-based,Intermediate,3.9,43,"Django course covering: Build responsive websites, Handle API integration. Perfect for Beginner learners. Includes Video content."
1026,Applied NLP,3,Text,Intermediate,4.5,44,"NLP course covering: Data preprocessing, Model deployment, Model training, Hyperparameter tuning. Perfect for Advanced learners. Includes Video content."
1027,PyQt Application Architecture,5,Project-based,Beginner,3.6,84,"PyQt course covering: Performance optimization, UI component design, Event handling. Perfect for Beginner learners. Includes Project-based content."
1028,Java Programming,6,Project-based,Advanced,3.6,75,"Java course covering: Concurrent programming, Object-oriented programming, Best practices. Perfect for Intermediate learners. Includes Mixed content."
1029,Frontend Development with Node.js,1,Project-based,Beginner,4.2,84,"Node.js course covering: Build responsive websites, Database integration, Handle API integration. Perfect for Intermediate learners. Includes Video content."
1030,Full Stack Angular,1,Mixed,Advanced,4.8,29,"Angular course covering: Create modern UIs, Implement authentication, Handle API integration. Perfect for Beginner learners. Includes Project-based content."
1031,Applied NLP,3,Mixed,Intermediate,4.5,100,"NLP course covering: Neural network architecture, Data preprocessing. Perfect for Beginner learners. Includes Interactive content."
1032,Machine Learning Fundamentals,3,Video,Intermediate,4.2,79,"Machine Learning course covering: Model training, Data preprocessing, Model deployment, Neural network architecture. Perfect for Beginner learners. Includes Project-based content."
1033,Advanced C++,6,Video,Intermediate,4.0,53,"C++ course covering: Concurrent programming, Standard libraries. Perfect for Advanced learners. Includes Project-based content."
1034,C++ Programming,6,Text,Intermediate,4.6,89,"C++ course covering: Standard libraries, Object-oriented programming, Best practices, Memory management. Perfect for Beginner learners. Includes Text content."
1035,JavaFX Application Architecture,5,Project-based,Advanced,4.6,65,"JavaFX course covering: UI component design, Cross-platform compatibility. Perfect for Intermediate learners. Includes Video content."
1036,Advanced Deep Learning,3,Text,Intermediate,4.6,84,"Deep Learning course covering: Model training, Data preprocessing. Perfect for Advanced learners. Includes Mixed content."
1037,PyQt Application Architecture,5,Text,Intermediate,4.2,21,"PyQt course covering: Performance optimization, Event handling, UI component design. Perfect for Advanced learners. Includes Project-based content."
1038,Machine Learning in Practice,3,Interactive,Advanced,3.8,81,"Machine Learning course covering: Model deployment, Neural network architecture. Perfect for Intermediate learners. Includes Project-based content."
1039,Applied Neural Networks,3,Text,Beginner,4.3,93,"Neural Networks course covering: Model training, Model deployment, Data preprocessing, Neural network architecture. Perfect for Intermediate learners. Includes Project-based content."
1040,Native Kotlin Development,2,Project-based,Intermediate,4.7,78,"Kotlin course covering: App store deployment, Native features access. Perfect for Beginner learners. Includes Text content."
1041,Electron GUI Development,5,Video,Beginner,4.8,24,"Electron course covering: Cross-platform compatibility, System integration. Perfect for Advanced learners. Includes Project-based content."
1042,Computer Vision in Practice,3,Interactive,Beginner,3.8,77,"Computer Vision course covering: Data preprocessing, Model training, Neural network architecture, Hyperparameter tuning. Perfect for Advanced learners. Includes Interactive content."
1043,Advanced Computer Vision,3,Project-based,Beginner,4.8,38,"Computer Vision course covering: Model training, Model deployment, Data preprocessing, Neural network architecture. Perfect for Advanced learners. Includes Video content."
1044,iOS App Development,2,Mixed,Advanced,3.6,63,"iOS course covering: Native features access, Mobile UI/UX. Perfect for Advanced learners. Includes Interactive content."
1045,MySQL Security,4,Project-based,Advanced,4.9,63,"MySQL course covering: Query optimization, Data modeling, Backup and recovery, Schema design. Perfect for Beginner learners. Includes Mixed content."
1046,Go Algorithms,6,Text,Beginner,4.1,37,"Go course covering: Concurrent programming, Best practices, Memory management, Standard libraries. Perfect for Beginner learners. Includes Text content."
1047,Android App Development,2,Text,Intermediate,4.5,88,"Android course covering: Cross-platform development, App store deployment, Push notifications, Mobile UI/UX. Perfect for Advanced learners. Includes Mixed content."
1048,Modern React Development,1,Mixed,Intermediate,4.8,56,"React course covering: Build responsive websites, Create modern UIs, Implement authentication. Perfect for Advanced learners. Includes Text content."
1049,Advanced Computer Vision,3,Interactive,Advanced,3.6,79,"Computer Vision course covering: Data preprocessing, Neural network architecture, Hyperparameter tuning, Model deployment. Perfect for Beginner learners. Includes Text content."
1050,Native React Native Development,2,Project-based,Beginner,4.1,69,"React Native course covering: App store deployment, Native features access. Perfect for Advanced learners. Includes Project-based content."
1051,MySQL Performance Tuning,4,Text,Beginner,4.8,53,"MySQL course covering: Data modeling, Schema design, Query optimization. Perfect for Beginner learners. Includes Project-based content."
1052,Redis Administration,4,Interactive,Intermediate,4.5,70,"Redis course covering: Data modeling, Security implementation, Backup and recovery. Perfect for Advanced learners. Includes Text content."
1053,Electron GUI Development,5,Video,Beginner,3.6,78,"Electron course covering: Performance optimization, System integration. Perfect for Beginner learners. Includes Video content."
1054,WPF Application Architecture,5,Text,Advanced,4.4,28,"WPF course covering: Event handling, UI component design, Cross-platform compatibility, System integration. Perfect for Advanced learners. Includes Text content."
1055,Cross-platform iOS Development,2,Mixed,Advanced,4.3,63,"iOS course covering: Cross-platform development, Mobile UI/UX, Native features access, App store deployment. Perfect for Intermediate learners. Includes Text content."
1056,Native Kotlin Development,2,Interactive,Intermediate,3.8,33,"Kotlin course covering: Native features access, Push notifications. Perfect for Beginner learners. Includes Text content."
1057,Kotlin App Development,2,Mixed,Advanced,3.7,27,"Kotlin course covering: Push notifications, App store deployment. Perfect for Beginner learners. Includes Video content."
1058,PostgreSQL Performance Tuning,4,Project-based,Beginner,4.2,54,"PostgreSQL course covering: Backup and recovery, Data modeling, Security implementation, Schema design. Perfect for Beginner learners. Includes Project-based content."
1059,React Native App Development,2,Video,Intermediate,3.5,84,"React Native course covering: Native features access, Push notifications, Mobile UI/UX. Perfect for Beginner learners. Includes Mixed content."
1060,Redis Database Design,4,Mixed,Intermediate,4.6,67,"Redis course covering: Security implementation, Schema design, Backup and recovery. Perfect for Advanced learners. Includes Video content."
1061,Cross-platform Kotlin Development,2,Text,Intermediate,4.7,65,"Kotlin course covering: App store deployment, Push notifications. Perfect for Intermediate learners. Includes Project-based content."
1062,Python Data Structures,6,Interactive,Intermediate,4.5,87,"Python course covering: Standard libraries, Best practices. Perfect for Advanced learners. Includes Text content."
1063,iOS App Development,2,Video,Advanced,4.9,30,"iOS course covering: Native features access, Mobile UI/UX, Cross-platform development, App store deployment. Perfect for Intermediate learners. Includes Video content."
1064,Frontend Development with Django,1,Interactive,Advanced,3.8,27,"Django course covering: Database integration, Implement authentication. Perfect for Beginner learners. Includes Text content."
1065,Kotlin App Development,2,Mixed,Beginner,4.5,38,"Kotlin course covering: Native features access, Cross-platform development, Push notifications, Mobile UI/UX. Perfect for Intermediate learners. Includes Text content."
1066,JavaScript Data Structures,6,Mixed,Intermediate,4.4,86,"JavaScript course covering: Standard libraries, Best practices. Perfect for Beginner learners. Includes Project-based content."
1067,WPF GUI Development,5,Project-based,Beginner,4.0,45,"WPF course covering: Cross-platform compatibility, UI component design, System integration. Perfect for Intermediate learners. Includes Project-based content."
1068,Modern Flask Development,1,Interactive,Beginner,3.6,53,"Flask course covering: Build responsive websites, Database integration, Create modern UIs, Handle API integration. Perfect for Advanced learners. Includes Video content."
1069,Oracle Database Design,4,Mixed,Intermediate,4.1,54,"Oracle course covering: Backup and recovery, Schema design, Query optimization. Perfect for Beginner learners. Includes Video content."
1070,C++ Programming,6,Mixed,Intermediate,3.8,22,"C++ course covering: Best practices, Memory management, Object-oriented programming, Concurrent programming. Perfect for Beginner learners. Includes Text content."
1071,JavaFX GUI Development,5,Text,Advanced,4.3,40,"JavaFX course covering: UI component design, Performance optimization, Cross-platform compatibility, Event handling. Perfect for Beginner learners. Includes Text content."
1072,Python Data Structures,6,Project-based,Beginner,3.8,83,"Python course covering: Concurrent programming, Best practices, Memory management, Standard libraries. Perfect for Beginner learners. Includes Project-based content."
1073,JavaFX GUI Development,5,Video,Beginner,3.8,22,"JavaFX course covering: Cross-platform compatibility, System integration, UI component design. Perfect for Beginner learners. Includes Video content."
1074,Advanced JavaScript,6,Project-based,Advanced,4.5,62,"JavaScript course covering: Object-oriented programming, Concurrent programming, Memory management, Best practices. Perfect for Beginner learners. Includes Text content."
1075,Building Electron Apps,5,Text,Intermediate,4.6,35,"Electron course covering: Performance optimization, Event handling, UI component design. Perfect for Beginner learners. Includes Video content."
1076,Backend Development with Vue.js,1,Video,Intermediate,3.7,38,"Vue.js course covering: Database integration, Handle API integration, Create modern UIs. Perfect for Intermediate learners. Includes Interactive content."
1077,Backend Development with Node.js,1,Mixed,Advanced,3.7,70,"Node.js course covering: Build responsive websites, Database integration. Perfect for Beginner learners. Includes Interactive content."
1078,Full Stack React,1,Text,Intermediate,5.0,42,"React course covering: Database integration, Build responsive websites, Implement authentication, Create modern UIs. Perfect for Beginner learners. Includes Project-based content."
1079,Modern Node.js Development,1,Mixed,Beginner,4.1,86,"Node.js course covering: Database integration, Create modern UIs, Implement authentication. Perfect for Advanced learners. Includes Video content."
1080,JavaScript Programming,6,Video,Intermediate,4.3,49,"JavaScript course covering: Concurrent programming, Memory management, Object-oriented programming, Best practices. Perfect for Beginner learners. Includes Project-based content."
1081,Backend Development with Django,1,Mixed,Intermediate,4.1,33,"Django course covering: Database integration, Create modern UIs, Implement authentication, Build responsive websites. Perfect for Beginner learners. Includes Text content."
1082,Kotlin App Development,2,Text,Advanced,4.6,88,"Kotlin course covering: Push notifications, App store deployment, Mobile UI/UX, Native features access. Perfect for Advanced learners. Includes Text content."
1083,Java Data Structures,6,Video,Intermediate,4.6,20,"Java course covering: Memory management, Best practices, Object-oriented programming, Standard libraries. Perfect for Intermediate learners. Includes Text content."
1084,Cross-platform Kotlin Development,2,Interactive,Beginner,4.0,65,"Kotlin course covering: Mobile UI/UX, Cross-platform development, Native features access. Perfect for Intermediate learners. Includes Interactive content."
1085,Python Data Structures,6,Text,Beginner,3.7,35,"Python course covering: Object-oriented programming, Best practices, Standard libraries, Concurrent programming. Perfect for Intermediate learners. Includes Text content."
1086,PyQt GUI Development,5,Mixed,Advanced,4.0,56,"PyQt course covering: Cross-platform compatibility, UI component design, System integration, Performance optimization. Perfect for Intermediate learners. Includes Mixed content."
1087,Rust Programming,6,Mixed,Advanced,4.4,50,"Rust course covering: Object-oriented programming, Standard libraries, Best practices, Memory management. Perfect for Beginner learners. Includes Mixed content."
1088,Native Kotlin Development,2,Project-based,Advanced,3.6,73,"Kotlin course covering: Native features access, Mobile UI/UX, Push notifications. Perfect for Advanced learners. Includes Text content."
1089,PostgreSQL Administration,4,Interactive,Beginner,3.7,95,"PostgreSQL course covering: Query optimization, Schema design, Security implementation, Backup and recovery. Perfect for Advanced learners. Includes Text content."
1090,PyQt Application Architecture,5,Mixed,Advanced,3.8,93,"PyQt course covering: Cross-platform compatibility, Performance optimization, Event handling, System integration. Perfect for Intermediate learners. Includes Video content."
1091,Oracle Security,4,Interactive,Intermediate,4.1,71,"Oracle course covering: Backup and recovery, Security implementation, Data modeling. Perfect for Advanced learners. Includes Mixed content."
1092,Native Android Development,2,Project-based,Advanced,4.4,59,"Android course covering: Mobile UI/UX, Cross-platform development, Native features access. Perfect for Advanced learners. Includes Project-based content."
1093,Native Android Development,2,Mixed,Intermediate,4.5,45,"Android course covering: Cross-platform development, Native features access. Perfect for Beginner learners. Includes Mixed content."
1094,Native React Native Development,2,Text,Advanced,5.0,86,"React Native course covering: Cross-platform development, Mobile UI/UX, Native features access. Perfect for Beginner learners. Includes Interactive content."
1095,MySQL Security,4,Project-based,Intermediate,4.3,40,"MySQL course covering: Data modeling, Security implementation, Query optimization, Schema design. Perfect for Beginner learners. Includes Interactive content."
1096,MySQL Performance Tuning,4,Text,Intermediate,3.7,93,"MySQL course covering: Backup and recovery, Schema design, Data modeling. Perfect for Beginner learners. Includes Text content."
1097,MySQL Performance Tuning,4,Text,Intermediate,3.6,48,"MySQL course covering: Security implementation, Schema design. Perfect for Advanced learners. Includes Interactive content."
1098,NLP Fundamentals,3,Video,Advanced,4.1,77,"NLP course covering: Model deployment, Data preprocessing, Model training. Perfect for Intermediate learners. Includes Video content."
1099,PostgreSQL Performance Tuning,4,Project-based,Intermediate,4.9,50,"PostgreSQL course covering: Query optimization, Data modeling. Perfect for Intermediate learners. Includes Interactive content."
